   4.0000000e+00	   1.3739189e+02	   2.8520806e+03	   3.5000000e+01	   8.3121167e+02	
   5.0000000e+00	   1.2825129e+02	   3.1719643e+03	   2.5000000e+01	   7.1669837e+02	
   5.0000000e+00	   1.2662647e+02	   3.1325725e+03	   2.7000000e+01	   5.6660070e+02	
   5.0000000e+00	   1.0910112e+02	   2.7413879e+03	   2.1000000e+01	   3.1695241e+02	
   5.0000000e+00	   1.4505260e+02	   3.0832105e+03	   3.2000000e+01	   6.2960753e+02	
   4.0000000e+00	   1.0814790e+02	   2.6083318e+03	   1.4000000e+01	   7.3996386e+02	
   4.0000000e+00	   1.2342210e+02	   2.8226777e+03	   4.1000000e+01	   6.9919967e+02	
   3.0000000e+00	   8.5389147e+01	   1.9902319e+03	   5.9000000e+01	   9.2123080e+02	
   5.0000000e+00	   1.1196142e+02	   2.5739719e+03	   1.9000000e+01	   5.2197752e+02	
   5.0000000e+00	   1.5767826e+02	   3.6054329e+03	   4.8000000e+01	   1.1113811e+03	
   4.0000000e+00	   1.2216213e+02	   2.5723811e+03	   6.2000000e+01	   9.7259739e+02	
   2.0000000e+00	   1.0636347e+02	   1.2727387e+03	   4.5000000e+01	   7.8917510e+02	
   1.0000000e+00	   6.4237177e+01	   5.1509690e+02	   1.3000000e+01	   3.7054278e+02	
   4.0000000e+00	   8.1213392e+01	   2.5110714e+03	   4.8000000e+01	   8.5503251e+02	
   2.0000000e+00	   9.8671025e+01	   1.4928505e+03	   3.2000000e+01	   6.7575205e+02	
   1.0000000e+00	   6.7875421e+01	   5.0000000e+02	   3.9000000e+01	   6.8131753e+02	
   4.0000000e+00	   1.1824846e+02	   2.2670613e+03	   3.5000000e+01	   5.8672613e+02	
   1.0000000e+00	   4.2286090e+01	   6.0857481e+02	   5.0000000e+00	   3.7884835e+02	
   5.0000000e+00	   1.3770241e+02	   3.6004679e+03	   5.7000000e+01	   8.4845910e+02	
   2.0000000e+00	   1.0140512e+02	   2.1446571e+03	   3.8000000e+01	   6.7858809e+02	
   3.0000000e+00	   1.0592310e+02	   2.1650604e+03	   1.6000000e+01	   4.4076194e+02	
   3.0000000e+00	   1.1649574e+02	   2.9742480e+03	   2.6000000e+01	   7.5564947e+02	
   4.0000000e+00	   1.0408618e+02	   2.1424628e+03	   2.3000000e+01	   6.8070825e+02	
   5.0000000e+00	   1.4033601e+02	   2.9138806e+03	   2.7000000e+01	   5.8173532e+02	
   1.0000000e+00	   8.5979063e+01	   1.5047507e+03	   3.3000000e+01	   5.5808689e+02	
   5.0000000e+00	   1.2425327e+02	   1.9481987e+03	   4.5000000e+01	   9.8291640e+02	
   5.0000000e+00	   1.3915077e+02	   3.3492626e+03	   2.9000000e+01	   5.3952891e+02	
   2.0000000e+00	   1.0104772e+02	   1.7624442e+03	   3.0000000e+01	   7.9859742e+02	
   2.0000000e+00	   7.0680906e+01	   1.7338131e+03	   2.4000000e+01	   4.7177600e+02	
   1.0000000e+00	   8.9853173e+01	   1.2600097e+03	   4.8000000e+01	   9.1120184e+02	
   5.0000000e+00	   1.5190436e+02	   3.6059296e+03	   2.8000000e+01	   7.0337237e+02	
   5.0000000e+00	   1.3741037e+02	   3.0665747e+03	   6.3000000e+01	   1.2800829e+03	
   5.0000000e+00	   1.1339276e+02	   3.1000367e+03	   4.6000000e+01	   9.4708079e+02	
   1.0000000e+00	   3.4777533e+01	   7.2123933e+02	   1.3000000e+01	   3.6771948e+02	
   4.0000000e+00	   9.8042958e+01	   1.8052299e+03	   3.7000000e+01	   9.2630438e+02	
   5.0000000e+00	   1.6701334e+02	   3.7984886e+03	   2.1000000e+01	   6.7400463e+02	
   5.0000000e+00	   1.2441346e+02	   3.0032606e+03	   4.3000000e+01	   8.4945472e+02	
   2.0000000e+00	   9.3627064e+01	   1.9875018e+03	   8.0000000e+00	   4.6970859e+02	
   4.0000000e+00	   1.3824551e+02	   2.9170886e+03	   1.5000000e+01	   5.3409936e+02	
   2.0000000e+00	   8.6075276e+01	   9.8792788e+02	   4.0000000e+01	   6.0676614e+02	
   5.0000000e+00	   1.3127916e+02	   3.7573200e+03	   5.0000000e+01	   8.9753771e+02	
   5.0000000e+00	   1.5732206e+02	   3.7924792e+03	   4.9000000e+01	   1.0059764e+03	
   4.0000000e+00	   1.1560829e+02	   2.2769509e+03	   4.3000000e+01	   9.4623086e+02	
   2.0000000e+00	   7.8435425e+01	   1.3707999e+03	   4.0000000e+01	   8.2450982e+02	
   4.0000000e+00	   9.8919633e+01	   2.2229982e+03	   5.4000000e+01	   8.8961376e+02	
   1.0000000e+00	   8.1128832e+01	   1.6341425e+03	   5.2000000e+01	   7.8982581e+02	
   5.0000000e+00	   1.3949639e+02	   4.3036851e+03	   1.8000000e+01	   6.5194569e+02	
   5.0000000e+00	   1.6095714e+02	   3.3609435e+03	   2.9000000e+01	   5.4993057e+02	
   1.0000000e+00	   6.2907431e+01	   7.8697687e+02	   3.0000000e+01	   5.9103401e+02	
   2.0000000e+00	   7.5043528e+01	   1.4484805e+03	   2.6000000e+01	   6.7744846e+02	
   2.0000000e+00	   7.3047088e+01	   1.0011652e+03	   5.6000000e+01	   8.4055575e+02	
   2.0000000e+00	   9.4864721e+01	   1.4099007e+03	   7.0000000e+00	   3.1640174e+02	
   3.0000000e+00	   1.0039524e+02	   1.9443705e+03	   3.7000000e+01	   8.3706878e+02	
   1.0000000e+00	   8.6852762e+01	   1.1473658e+03	   2.6000000e+01	   5.4892503e+02	
   3.0000000e+00	   1.1230656e+02	   2.2673490e+03	   5.4000000e+01	   7.6825383e+02	
   5.0000000e+00	   1.3149658e+02	   2.6925128e+03	   2.6000000e+01	   6.4455648e+02	
   4.0000000e+00	   1.0175579e+02	   2.1641925e+03	   1.7000000e+01	   5.0242773e+02	
   4.0000000e+00	   1.1434307e+02	   2.3303759e+03	   3.8000000e+01	   7.5882871e+02	
   2.0000000e+00	   1.1179180e+02	   1.2105447e+03	   3.3000000e+01	   6.2956779e+02	
   1.0000000e+00	   1.1069694e+02	   1.7176082e+03	   4.1000000e+01	   8.4728894e+02	
   4.0000000e+00	   1.0342527e+02	   2.2644725e+03	   2.9000000e+01	   6.5440591e+02	
   2.0000000e+00	   5.5192886e+01	   1.5042702e+03	   3.7000000e+01	   7.2208642e+02	
   1.0000000e+00	   5.5787960e+01	   6.5335926e+02	   1.1000000e+01	   5.0348216e+02	
   5.0000000e+00	   1.3280981e+02	   3.0453167e+03	   3.4000000e+01	   8.2799770e+02	
   4.0000000e+00	   1.0354408e+02	   1.9660489e+03	   1.9000000e+01	   4.7924153e+02	
   4.0000000e+00	   9.7113254e+01	   2.3545133e+03	   4.1000000e+01	   5.7243733e+02	
   2.0000000e+00	   7.8354489e+01	   1.3508719e+03	   4.5000000e+01	   6.2779431e+02	
   4.0000000e+00	   1.0664500e+02	   3.2386105e+03	   3.6000000e+01	   6.7419704e+02	
   4.0000000e+00	   1.3047595e+02	   3.2515045e+03	   1.5000000e+01	   3.9914872e+02	
   5.0000000e+00	   1.2124470e+02	   3.0661343e+03	   4.6000000e+01	   8.7174698e+02	
   5.0000000e+00	   1.4247956e+02	   3.5021666e+03	   3.8000000e+01	   7.5476833e+02	
   1.0000000e+00	   5.4157727e+01	   1.0091806e+03	   7.0000000e+00	   4.8417858e+02	
   1.0000000e+00	   7.5382281e+01	   1.3745913e+03	   4.4000000e+01	   6.5408613e+02	
   1.0000000e+00	   6.8419086e+01	   1.5695252e+03	   4.4000000e+01	   8.9599116e+02	
   4.0000000e+00	   8.8095676e+01	   2.4083021e+03	   1.6000000e+01	   4.8179442e+02	
   1.0000000e+00	   5.8487750e+01	   9.6147608e+02	   2.0000000e+01	   6.3509600e+02	
   3.0000000e+00	   1.2276396e+02	   1.3006264e+03	   4.9000000e+01	   8.8256660e+02	
   5.0000000e+00	   1.3168433e+02	   2.7949421e+03	   6.2000000e+01	   1.0365758e+03	
   2.0000000e+00	   8.1417009e+01	   9.3472214e+02	   4.1000000e+01	   5.5722726e+02	
   5.0000000e+00	   1.2992350e+02	   3.0798769e+03	   6.4000000e+01	   1.0979540e+03	
   4.0000000e+00	   9.6669828e+01	   2.4459052e+03	   5.4000000e+01	   9.0919670e+02	
   5.0000000e+00	   1.2070654e+02	   3.0717761e+03	   2.7000000e+01	   6.1821164e+02	
   4.0000000e+00	   1.0888357e+02	   2.5480918e+03	   3.8000000e+01	   7.1348599e+02	
   5.0000000e+00	   9.3745857e+01	   2.7461871e+03	   4.3000000e+01	   7.4718831e+02	
   2.0000000e+00	   8.4312088e+01	   1.5057551e+03	   1.9000000e+01	   5.2909436e+02	
   1.0000000e+00	   5.0817713e+01	   1.3122979e+03	   4.2000000e+01	   7.1012717e+02	
   5.0000000e+00	   1.0807813e+02	   3.0353513e+03	   6.1000000e+01	   9.8955174e+02	
   4.0000000e+00	   8.0291542e+01	   2.0027795e+03	   2.3000000e+01	   6.9131923e+02	
   1.0000000e+00	   1.0058522e+02	   2.0435689e+03	   4.0000000e+01	   6.3590635e+02	
   5.0000000e+00	   1.1870619e+02	   3.1577968e+03	   5.3000000e+01	   8.0930633e+02	
   4.0000000e+00	   1.0764514e+02	   2.2999763e+03	   3.6000000e+01	   7.0987998e+02	
