0.64289,0.21099
-0.050471,-0.21757
-0.61181,-0.49587
-2.064,-1.5078
0.35448,-0.87241
-0.10355,-0.00647
2.0735,-0.59507
0.19308,0.649
0.10545,0.42497
-0.9279,1.2915
0.53653,-0.73257
1.512,1.929
-0.1961,0.20363
-0.75835,-0.19533
0.198,0.36339
-1.2385,0.16855
0.062762,-0.17267
0.89082,0.55388
0.43989,0.52094
-1.0659,-1.5214
-1.6718,-1.2166
-1.3567,0.50189
0.76506,2.807
0.1391,0.53332
0.45012,-0.20215
-0.0025506,-0.53294
0.14519,0.008196
-1.0092,-1.291
0.46272,-0.28425
0.98624,-0.26723
-0.47696,1.4105
0.60292,0.78622
0.96472,-0.3889
-1.6173,-0.32224
-0.4512,0.47936
2.1146,1.1721
-2.5279,0.70628
-2.3163,-0.50614
0.46476,-0.13357
-0.95335,0.4264
-0.68313,-1.6475
-0.35937,-0.49214
-0.20614,-0.55737
-0.0055714,0.033277
0.15864,1.083
-0.93414,-0.15539
-0.15328,-0.67889
1.0633,-0.5189
1.2043,1.3131
0.042412,0.89692
-1.1205,0.029833
0.17233,0.058646
-0.40704,0.90557
1.4087,-0.25963
0.22068,1.4205
0.79057,-0.26515
0.28666,0.16858
0.97884,0.29955
-0.90077,-0.14081
1.0624,0.061292
1.2426,1.826
0.47196,0.11217
-0.6616,-0.83813
-0.35238,-1.4032
-0.89414,0.11738
-0.87729,-2.3964
-1.6,1.5017
-0.56194,0.79153
0.064725,-1.0787
0.61248,0.83528
-1.0854,0.073293
0.14489,-1.2682
-0.47775,-0.2819
0.73909,0.80057
0.49955,0.598
-0.15901,0.50019
-1.0837,1.4563
-0.84791,1.8888
0.45324,1.4069
-1.279,-2.5217
-0.78329,-0.19781
-0.33153,0.026232
0.4209,-1.677
-0.78374,-1.5328
-0.11572,1.4359
-0.26103,0.79947
0.48106,2.1258
0.49812,-0.80799
0.73867,0.49612
0.70403,0.54851
-0.43427,-1.8458
-0.5123,0.14213
1.0988,-2.2536
-1.2991,0.39287
0.24716,-1.3006
0.38166,-1.1125
-0.67001,-2.3415
-0.69927,0.93837
0.63546,-2.0422
-0.9536,-0.48626
-1.1451,1.6285
-0.48435,0.30617
-0.63045,-0.69267
2.0107,-0.18157
0.43206,-1.1754
-0.25499,0.45153
0.90167,-0.26622
0.52868,0.29619
0.9912,-0.78542
0.10084,0.71697
-1.2153,-0.33446
0.54913,0.9753
0.12433,1.233
0.036949,0.22576
-0.92942,0.53247
-0.53587,-0.87059
0.98173,-1.2444
-1.0025,-0.99924
0.76751,-0.13396
1.0394,0.36215
1.9949,-0.14564
1.0805,-1.2604
0.50119,1.1094
0.11417,-0.030964
-0.1636,0.84335
-0.4538,-0.10553
-1.495,1.2423
1.1476,0.95624
-0.050462,-1.2697
0.068511,-0.080554
1.0067,-1.7642
-0.52498,1.0682
-1.7348,-0.29123
-1.5731,-0.29024
1.1492,0.31455
-0.13759,-0.73221
-1.9703,0.90415
1.8258,-0.22898
1.6126,-0.083283
1.1233,1.1849
-0.023951,-1.1752
-0.67005,-0.56004
1.5229,0.83127
1.2035,-0.76494
0.83479,-1.1702
-0.091248,0.17117
0.050399,0.39413
0.35798,0.023269
-0.1225,1.1069
-0.7499,-1.6521
0.31915,-0.65256
1.8472,-0.92818
0.54792,0.29314
0.14247,-0.4964
-0.44187,-1.1809
1.5791,0.2811
-0.57738,0.12128
0.23533,0.8983
0.62142,1.8127
-1.1305,-1.7523
-1.4464,0.73497
2.382,-0.67479
0.6981,-0.63152
-0.24929,-1.7489
-0.35784,-1.0109
-1.8756,-1.2461
0.16623,0.16583
0.59854,2.0878
-0.23122,-1.4505
-0.36643,0.11997
0.17619,1.2671
-0.50566,-0.31349
-0.78868,1.4958
0.36745,-0.40887
0.4503,0.40506
0.13858,-1.011
0.38934,0.8164
-0.39834,-0.23951
1.3464,-0.9569
0.86827,-0.3058
0.39835,-0.3058
-1.2338,0.46936
1.3055,0.97231
1.0037,-1.7291
0.27861,-0.13435
1.5703,1.5885
0.84238,-1.5512
-2.3008,-0.86385
0.35861,-0.74034
-0.38586,0.93213
0.91763,-1.0863
-0.30406,0.89125
1.8608,-1.0684
1.4432,-1.9347
0.42586,-1.7346
-0.37365,-1.66
-0.68977,-0.84823
-0.39212,-1.125
-1.3512,0.60353
1.7087,-0.7735
-0.27826,-0.32875
-0.64899,-1.5775
0.061864,0.36679
-0.94873,0.35408
0.12859,0.32413
-1.5654,-0.67406
0.92082,1.2109
0.34725,-0.56047
0.52699,-0.20357
0.23431,-0.16203
-0.76037,1.3147
-0.77839,1.5996
2.8866,-1.372
-1.0016,0.18523
-1.0138,-0.67902
-0.94617,-2.0647
-1.0034,-0.62689
-0.38117,1.3957
0.63493,0.68654
-0.00059035,0.83267
-3.0062,0.23996
0.57813,-0.12945
-0.7002,0.3596
-0.2629,-0.65121
0.32025,1.2804
-0.84016,-0.13393
1.0674,0.47811
0.062241,-1.3794
1.2415,-0.65711
-0.76605,-0.36945
-0.72063,-0.29362
0.025326,-0.28864
0.17763,0.1565
0.11937,-0.47189
0.61665,1.0863
2.2534,1.3329
0.62032,2.0748
-1.4004,-0.50033
-0.94988,-0.96672
1.1137,-0.62986
-1.2076,-0.65585
-0.39109,0.98537
0.26167,0.40416
-2.5981,-0.7737
-1.2332,0.79968
1.9024,-1.0554
0.76101,1.6465
0.62423,1.7587
-2.246,0.85987
2.9616,2.4515
0.5268,-0.90317
1.3834,0.28917
-1.128,-0.23094
0.23414,0.55064
0.76291,0.2965
-0.044119,-0.057656
-0.68562,-0.79282
1.1024,-1.4717
0.98188,0.42088
-1.0067,0.060637
-0.28973,0.30199
1.8441,1.2906
-0.19171,1.1217
1.0424,1.237
-0.33095,0.96787
1.0018,-1.1397
-1.2299,-0.4965
1.461,-1.6488
0.22341,1.7245
-0.36885,0.088318
-1.1169,1.3511
0.97308,-1.271
1.7514,-0.60786
-1.2964,1.4887
0.30728,1.1095
-0.37674,-0.64646
-0.59566,-0.93874
1.1502,0.74819
-2.421,-0.73803
0.75553,-1.1558
-1.2782,-0.83992
-0.12635,0.88272
-1.4129,0.74069
0.61131,-0.41218
-0.54173,-0.81739
-0.7907,-1.0162
2.0255,0.19688
-2.7287,-0.18532
-0.064186,-0.13659
-0.83482,-0.15801
0.0063737,1.9498
0.41228,-0.15477
-0.03276,-0.28154
2.2903,0.43567
-0.93885,-1.3939
-1.1961,1.4829
-0.86068,1.0308
0.92655,-0.32896
0.54215,-0.40051
-2.3771,0.19881
-0.62893,-0.21179
-0.91098,-1.1655
