 105.0 	    0.0 
 160.0 	    0.0 
 116.0 	    0.0 
 160.0 	    0.0 
 143.0 	    0.0 
 118.0 	    0.0 
 134.0 	    0.0 
  91.0 	    0.0 
  61.0 	    0.0 
 160.0 	    0.0 
  87.0 	    0.0 
 160.0 	    0.0 
 160.0 	    0.0 
 154.0 	    0.0 
 160.0 	    0.0 
 111.0 	    0.0 
 151.0 	    0.0 
  82.0 	    0.0 
  96.0 	    0.0 
 158.0 	    0.0 
  91.0 	    0.0 
  91.0 	    0.0 
  99.0 	    0.0 
  93.0 	    0.0 
  98.0 	    0.0 
 109.8 	    0.1 
 160.0 	    0.1 
 134.8 	    0.1 
  92.8 	    0.1 
  63.8 	    0.1 
  78.8 	    0.1 
 100.8 	    0.1 
 141.8 	    0.1 
  91.8 	    0.1 
  73.8 	    0.1 
  77.8 	    0.1 
 110.8 	    0.1 
  71.8 	    0.1 
 103.8 	    0.1 
 100.8 	    0.1 
  76.8 	    0.1 
  88.8 	    0.1 
 160.0 	    0.1 
 115.8 	    0.1 
 118.8 	    0.1 
 146.8 	    0.1 
 102.8 	    0.1 
 160.0 	    0.1 
 104.8 	    0.1 
  94.8 	    0.1 
  62.5 	    0.2 
 160.0 	    0.2 
 129.5 	    0.2 
 108.5 	    0.2 
  79.5 	    0.2 
 127.5 	    0.2 
 115.5 	    0.2 
  80.5 	    0.2 
  96.5 	    0.2 
 153.5 	    0.2 
 147.5 	    0.2 
  93.5 	    0.2 
 128.5 	    0.2 
 160.0 	    0.2 
 129.5 	    0.2 
 152.5 	    0.2 
 117.5 	    0.2 
  52.5 	    0.2 
  94.5 	    0.2 
 139.5 	    0.2 
 154.5 	    0.2 
 160.0 	    0.2 
  66.5 	    0.2 
  66.5 	    0.2 
 123.5 	    0.2 
 111.0 	    0.5 
  93.0 	    0.5 
 113.0 	    0.5 
  59.0 	    0.5 
  83.0 	    0.5 
 146.0 	    0.5 
 114.0 	    0.5 
  61.0 	    0.5 
  90.0 	    0.5 
  98.0 	    0.5 
  67.0 	    0.5 
  78.0 	    0.5 
 131.0 	    0.5 
  84.0 	    0.5 
  89.0 	    0.5 
  50.0 	    0.5 
  63.0 	    0.5 
 125.0 	    0.5 
  73.0 	    0.5 
  93.0 	    0.5 
 152.0 	    0.5 
  52.0 	    0.5 
  40.0 	    0.5 
 152.0 	    0.5 
 113.0 	    0.5 
  98.0 	    1.0 
  81.0 	    1.0 
 111.0 	    1.0 
  68.0 	    1.0 
  46.0 	    1.0 
  95.0 	    1.0 
 106.0 	    1.0 
  40.0 	    1.0 
  70.0 	    1.0 
 113.0 	    1.0 
  82.0 	    1.0 
 119.0 	    1.0 
  40.0 	    1.0 
  95.0 	    1.0 
 100.0 	    1.0 
  40.0 	    1.0 
  42.0 	    1.0 
  91.0 	    1.0 
  77.0 	    1.0 
  75.0 	    1.0 
  55.0 	    1.0 
  72.0 	    1.0 
  40.0 	    1.0 
 101.0 	    1.0 
 117.0 	    1.0 
  40.0 	    2.0 
  40.0 	    2.0 
  43.0 	    2.0 
  40.0 	    2.0 
  50.0 	    2.0 
  54.0 	    2.0 
  80.0 	    2.0 
  40.0 	    2.0 
  41.0 	    2.0 
  58.0 	    2.0 
  40.0 	    2.0 
  40.0 	    2.0 
  40.0 	    2.0 
  49.0 	    2.0 
  40.0 	    2.0 
  40.0 	    2.0 
  40.0 	    2.0 
  40.0 	    2.0 
  40.0 	    2.0 
  40.0 	    2.0 
  40.0 	    2.0 
  40.0 	    2.0 
  40.0 	    2.0 
  72.0 	    2.0 
  40.0 	    2.0 
